100,400,100,180,0.744,8800.881756544113
100,400,100,170,0.752,7836.640129566193
100,400,100,160,0.76,5848.298805236816
100,400,100,140,0.774,4665.579086303711
100,400,100,130,0.796,5293.545131921768
100,400,100,110,0.78,7500.838762998581
100,400,100,90,0.81,5436.373262882233
100,400,90,250,0.692,7339.3546504974365
100,400,90,240,0.702,4727.781148672104
100,400,90,230,0.706,2608.430354118347
100,400,90,220,0.748,2248.242514848709
100,400,90,210,0.73,2405.528794527054
100,400,90,190,0.736,1966.1359040737152
100,400,90,180,0.748,1493.2801098823547
100,400,90,170,0.736,1560.638371706009
100,400,90,160,0.754,1462.926990032196
100,400,90,140,0.792,1256.1432030200958
100,400,90,130,0.8,1209.756922006607
100,400,90,110,0.786,1298.0582275390625
100,400,90,90,0.808,1187.3769586086273
100,400,80,250,0.632,2147.023222923279
100,400,80,240,0.66,1984.0784544944763
100,400,80,230,0.64,2103.7750165462494
100,400,80,220,0.678,1880.6370887756348
100,400,80,210,0.658,1989.244303226471
100,400,80,190,0.67,1926.0186660289764
100,400,80,180,0.706,1722.2370142936707
100,400,80,170,0.696,1786.267553806305
100,400,80,160,0.718,1664.923406124115
100,400,80,140,0.718,1669.4270341396332
100,400,80,130,0.738,1559.8278152942657
100,400,80,110,0.748,1509.886534690857
100,400,80,90,0.736,1591.0415995121002
100,400,70,250,0.698,1773.9093430042267
100,400,70,240,0.654,2029.226036310196
100,400,70,230,0.688,1827.5998837947845
100,400,70,220,0.68,1873.0676712989807
100,400,70,210,0.67,1930.7132902145386
100,400,70,190,0.706,1722.3376052379608
100,400,70,180,0.704,1740.1620025634766
100,400,70,170,0.726,1612.7524766921997
100,400,70,160,0.716,1840.517243862152
100,400,70,140,0.738,2353.7586255073547
100,400,70,130,0.746,2290.5947744846344
100,400,70,110,0.714,2153.180958509445
100,400,70,90,0.76,1464.7388260364532
100,400,60,250,0.826,1196.4537241458893
100,400,60,240,0.776,1437.8915181159973
100,400,60,230,0.724,1675.3586373329163
100,400,60,220,0.684,1882.5540113449097
100,400,60,210,0.708,1728.3540816307068
100,400,60,190,0.69,1823.9270601272583
100,400,60,180,0.68,1872.354781627655
100,400,60,170,0.682,1865.0134229660034
100,400,60,160,0.698,1781.444923877716
100,400,60,140,0.66,1995.0606796741486
100,400,60,130,0.672,1933.2235412597656
100,400,60,110,0.69,1836.1595346927643
100,400,60,90,0.716,1786.9832441806793
100,400,50,250,0.98,1190.3912484645844
100,400,50,240,0.944,1657.8227093219757
100,400,50,230,0.924,1956.2741510868073
100,400,50,220,0.842,3097.0955193042755
100,400,50,210,0.76,4456.658140897751
100,400,50,190,0.71,5316.427209377289
100,400,50,180,0.688,5431.452020168304
100,400,50,170,0.68,2015.4682791233063
100,400,50,160,0.67,1938.9577431678772
100,400,50,140,0.64,2105.8277237415314
100,400,50,130,0.67,1939.475485086441
100,400,50,110,0.662,1990.2908170223236
100,400,50,90,0.682,1884.9568235874176
100,400,40,250,0.992,639.4375333786011
100,400,40,240,0.988,578.2869715690613
100,400,40,230,0.984,534.6058242321014
100,400,40,220,0.976,480.8979423046112
100,400,40,210,0.968,482.2499406337738
100,400,40,190,0.892,853.0872995853424
100,400,40,180,0.846,1095.0001859664917
100,400,40,170,0.764,1537.0989689826965
100,400,40,160,0.748,1570.0221836566925
100,400,40,140,0.722,1692.4509377479553
100,400,40,130,0.688,1905.0043749809265
100,400,40,110,0.674,5120.870193481445
100,400,40,90,0.66,6178.029529333115
100,400,30,250,0.94,4852.104982852936
100,400,30,240,0.964,4184.79939365387
100,400,30,230,0.97,3249.051873445511
100,400,30,220,0.986,2546.601577281952
100,400,30,210,0.968,2745.3522391319275
100,400,30,190,0.954,2053.4835336208344
100,400,30,180,0.966,930.412966966629
100,400,30,170,0.938,1107.1314549446106
100,400,30,160,0.912,1265.8176341056824
100,400,30,140,0.858,1641.5490288734436
100,400,30,130,0.844,1773.2560811042786
100,400,30,110,0.804,1714.461125612259
100,400,30,90,0.724,1768.87433552742
100,400,25,250,0.91,1844.7800045013428
100,400,25,240,0.916,1797.3766541481018
100,400,25,230,0.934,1470.0223908424377
100,400,25,220,0.96,1235.481567621231
100,400,25,210,0.978,1026.4236724376678
100,400,25,190,0.962,965.9906544685364
100,400,25,180,0.956,904.6762781143188
100,400,25,170,0.954,839.9728019237518
100,400,25,160,0.924,969.349933385849
100,400,25,140,0.92,872.5632820129395
100,400,25,130,0.902,943.1652891635895
100,400,25,110,0.868,1117.3055536746979
100,400,25,90,0.786,1547.3317413330078
100,400,20,250,0.876,2019.046285867691
100,400,20,240,0.932,1644.006498336792
100,400,20,230,0.938,1703.8281834125519
100,400,20,220,0.938,1527.3170595169067
100,400,20,210,0.95,1356.2923357486725
100,400,20,190,0.972,1023.1710901260376
100,400,20,180,0.97,942.3289382457733
100,400,20,170,0.964,892.6784420013428
100,400,20,160,0.96,821.4182758331299
100,400,20,140,0.938,932.1383717060089
100,400,20,130,0.946,879.8723669052124
100,400,20,110,0.938,801.7152283191681
100,400,20,90,0.876,1145.1406672000885
100,400,15,250,0.898,1921.8165550231934
100,400,15,240,0.942,1622.4902074337006
100,400,15,230,0.958,1541.3358180522919
100,400,15,220,0.954,1327.9336504936218
100,400,15,210,0.954,1286.9486110210419
100,400,15,190,0.976,980.9489295482635
100,400,15,180,0.986,916.150716304779
100,400,15,170,0.972,966.1795153617859
100,400,15,160,0.97,897.7131729125977
100,400,15,140,0.948,890.2171201705933
100,400,15,130,0.944,1007.7537415027618
100,400,15,110,0.96,803.191305398941
100,400,15,90,0.906,1082.0884449481964
100,400,10,250,0.966,1097.1909267902374
100,400,10,240,0.986,1070.267208814621
100,400,10,230,0.988,987.5314910411835
100,400,10,220,0.984,935.2295567989349
100,400,10,210,0.99,1056.813283920288
100,400,10,190,0.99,2870.7792117595673
100,400,10,180,0.994,3523.509432077408
100,400,10,170,0.992,3576.726366519928
100,400,10,160,0.988,4567.494179487228
100,400,10,140,0.98,4224.851801872253
100,400,10,130,0.982,4016.8363375663757
100,400,10,110,0.972,4317.096597671509
100,400,10,90,0.956,4748.626074075699
100,400,8,250,0.976,6490.955971240997
100,400,8,240,0.976,5633.6991901397705
100,400,8,230,0.986,5130.290071487427
100,400,8,220,0.988,4632.094832897186
100,400,8,210,0.998,3366.2746229171753
100,400,8,190,0.996,3278.5859031677246
100,400,8,180,0.998,3302.8756012916565
100,400,8,170,0.994,2951.5001685619354
100,400,8,160,0.992,3073.6428842544556
100,400,8,140,0.99,3081.3919966220856
100,400,8,130,0.986,3106.160295724869
100,400,8,110,0.98,3084.279650449753
100,400,8,90,0.968,3608.292778491974
100,400,6,250,1.0,2758.919907808304
100,400,6,240,0.998,2716.8973286151886
100,400,6,230,1.0,2321.304758310318
100,400,6,220,1.0,2276.8965651988983
100,400,6,210,1.0,1852.64963388443
100,400,6,190,1.0,1752.8010532855988
100,400,6,180,1.0,2016.0599064826965
100,400,6,170,0.996,1855.783017873764
100,400,6,160,0.998,2133.459216117859
100,400,6,140,1.0,1891.8733296394348
100,400,6,130,0.998,2269.866822719574
100,400,6,110,0.994,2456.4418716430664
100,400,6,90,0.976,3216.11705160141
