100,400,100,200,0.738,1536.11620759964
100,400,100,150,0.764,1394.3135340213776
100,400,100,120,0.78,1311.834323167801
100,400,100,100,0.804,1187.133309841156
100,400,100,80,0.818,1133.430776834488
100,400,100,60,0.802,1237.593267917633
100,400,100,40,0.814,1239.3298163414001
100,400,90,200,0.742,1519.824874162674
100,400,90,150,0.798,1214.4380588531494
100,400,90,120,0.8,1212.8442642688751
100,400,90,100,0.794,1244.5494055747986
100,400,90,80,0.818,1130.8595478534698
100,400,90,60,0.824,1118.5358486175537
100,400,90,40,0.814,1207.8150987625122
100,400,80,200,0.674,1903.26904630661
100,400,80,150,0.71,1702.7007057666779
100,400,80,120,0.734,1578.8721311092377
100,400,80,100,0.734,1583.003312587738
100,400,80,80,0.732,1604.8676903247833
100,400,80,60,0.766,1438.483481645584
100,400,80,40,0.766,1502.5008075237274
100,400,70,200,0.68,1927.1373972892761
100,400,70,150,0.738,1807.9722592830658
100,400,70,120,0.73,1856.1716187000275
100,400,70,100,0.76,1456.0830163955688
100,400,70,80,0.76,1457.4887473583221
100,400,70,60,0.766,1458.9213860034943
100,400,70,40,0.764,1520.175413608551
100,400,60,200,0.666,2341.3434545993805
100,400,60,150,0.69,2262.4342801570892
100,400,60,120,0.702,2067.56330537796
100,400,60,100,0.73,1888.0176033973694
100,400,60,80,0.716,2000.566213130951
100,400,60,60,0.704,2109.2559723854065
100,400,60,40,0.72,2042.3690102100372
100,400,50,200,0.746,1779.5105724334717
100,400,50,150,0.67,2238.4193618297577
100,400,50,120,0.648,2415.923756122589
100,400,50,100,0.644,2434.755225419998
100,400,50,80,0.688,2190.281089067459
100,400,50,60,0.736,1876.946130990982
100,400,50,40,0.696,2190.699647665024
100,400,40,200,0.926,796.179349899292
100,400,40,150,0.742,1838.8521270751953
100,400,40,120,0.646,2419.34170627594
100,400,40,100,0.666,2329.9005954265594
100,400,40,80,0.674,2267.2381806373596
100,400,40,60,0.668,2300.7661759853363
100,400,40,40,0.684,2286.1938047409058
100,400,30,200,0.968,867.1550419330597
100,400,30,150,0.88,1089.0490345954895
100,400,30,120,0.806,1450.4727432727814
100,400,30,100,0.776,1460.6133449077606
100,400,30,80,0.744,1652.5088715553284
100,400,30,60,0.682,1999.6042709350586
100,400,30,40,0.656,2240.707990884781
100,400,20,200,0.962,1115.0105259418488
100,400,20,150,0.954,843.0228760242462
100,400,20,120,0.926,905.0940933227539
100,400,20,100,0.884,1094.7816927433014
100,400,20,80,0.846,1279.760890007019
100,400,20,60,0.808,1531.939561367035
100,400,20,40,0.762,1971.0281157493591
100,400,10,200,0.992,795.8079743385315
100,400,10,150,0.992,584.0998797416687
100,400,10,120,0.974,701.9149689674377
100,400,10,100,0.974,658.2156591415405
100,400,10,80,0.946,845.9091873168945
100,400,10,60,0.88,1194.3287818431854
100,400,10,40,0.8,1658.0711269378662
100,400,6,200,0.998,476.6487720012665
100,400,6,150,1.0,420.2943422794342
100,400,6,120,0.998,473.50182485580444
100,400,6,100,0.982,544.4927544593811
100,400,6,80,0.982,564.6020815372467
100,400,6,60,0.92,932.4749279022217
100,400,6,40,0.814,1507.7579319477081
100,400,8,200,0.996,690.9333720207214
100,400,8,150,0.99,588.5678448677063
100,400,8,120,0.982,595.8272657394409
100,400,8,100,0.968,673.1917638778687
100,400,8,80,0.962,747.8118369579315
100,400,8,60,0.914,1024.4434287548065
100,400,8,40,0.824,1573.8013699054718
100,400,15,200,0.98,1065.254707813263
100,400,15,150,0.956,905.0750505924225
100,400,15,120,0.954,887.72669506073
100,400,15,100,0.924,986.3414623737335
100,400,15,80,0.89,1120.778890132904
100,400,15,60,0.866,1268.1632165908813
100,400,15,40,0.804,1684.8968994617462
100,400,25,200,0.972,936.9377300739288
100,400,25,150,0.92,946.0372982025146
100,400,25,120,0.888,985.0541932582855
100,400,25,100,0.836,1255.653745174408
100,400,25,80,0.812,1420.59814620018
100,400,25,60,0.774,1631.6233110427856
100,400,25,40,0.7,2110.7548093795776
100,400,100,250,0.72,1631.052836894989
100,400,100,240,0.73,1583.7691309452057
100,400,100,230,0.718,8186.196132659912
100,400,100,220,0.724,8629.118792295456
100,400,100,210,0.718,9081.38318324089
100,400,100,190,0.734,8967.15893650055
