100,400,6,1,0.982,327.7098114490509
100,400,8,1,0.992,186.62808632850647
100,400,10,1,0.998,72.34312105178833
100,400,15,1,0.992,2212.4957897663116
100,400,20,1,0.988,1629.9932203292847
100,400,25,1,0.986,460.6348202228546
100,400,30,1,0.984,5416.361894130707
100,400,40,1,0.986,1668.1554036140442
100,400,50,1,0.974,5710.777466058731
100,400,60,1,0.974,3221.8858852386475
100,400,70,1,0.984,859.1748757362366
100,400,80,1,0.986,751.325923204422
100,400,90,1,0.992,447.62648701667786
100,400,100,1,0.994,1874.9121749401093
